"","target_id","test_stat","pval","qval","rss","sigma_sq","tech_var","mean_obs","var_obs","sigma_sq_pmax","smooth_sigma_sq","final_sigma_sq","degrees_free","ens_gene","ext_gene","coef","singlecoef"
"20","ENST00000083182",12.6284910150572,0.000379911726082347,0.0106859958153563,0.160297237712042,0.0242365809277663,0.00247962535757396,6.21917347176889,0.0316644811087558,0.0242365809277663,0.00859515128875668,0.0242365809277663,1,"ENSG00000062725","APPBP2",0.175148694042019,0.254041818305338
"21","ENST00000084795",13.5963090296118,0.000226630678536301,0.00752435104110242,4.10426687389746,0.515492593385625,0.168551885597285,6.74713337850714,0.591942482865185,0.515492593385625,0.00737213427076512,0.515492593385625,1,"ENSG00000063177","RPL18",0.140232853067369,-1.32282307399073
"22","ENST00000085079",10.9249222642514,0.000948791841806101,0.0201243743288347,0.0659723115702151,0.00824660798074334,0.00274877728095917,6.31054886676367,0.0139287840975658,0.00824660798074334,0.00828176831421069,0.00828176831421069,1,"ENSG00000063245","EPN1",0.125557112727128,-0.163740890815904
"23","ENST00000161863",9.22039102215246,0.00239334425711834,0.0380653765297914,0.0942984434838009,0.012038941250802,0.0036774659964982,5.92171856533378,0.0149628279233888,0.012038941250802,0.00997446987482806,0.012038941250802,1,"ENSG00000047188","YTHDC2",0.0722542454805312,0.182978310952099
"24","ENST00000164024",11.1042649231104,0.000861294202905765,0.0188742229636763,0.0227651378146824,0.00288007316830422,0.000914116467476178,7.28396325783946,0.035854656633648,0.00288007316830422,0.00741172114777143,0.00741172114777143,1,"ENSG00000008300","CELSR3",0.337799836161042,-0.0875377243155523
"25","ENST00000174618",10.1255930064877,0.00146224605871823,0.0272092541341642,0.163076344005912,0.0241787776649476,0.00300061300270448,6.0181718499301,0.0449134752983982,0.0241787776649476,0.00946192498020962,0.0241787776649476,1,"ENSG00000070444","MNT",0.275061795859472,-0.24458565821539
"26","ENST00000175091",9.42410688708671,0.00214151370924031,0.035325355425402,0.0112116209418844,0.000330687531780737,0.00153791595853333,6.62132874169427,0.00835156040681928,0.000330687531780737,0.00754205538313066,0.00754205538313066,1,"ENSG00000068697","LAPTM4A",-0.15370312603498,0.0545402754985122
"27","ENST00000175506",13.6718236713874,0.000217696417498156,0.00732586131633815,21.8085943879702,3.27379440160929,0.360971329719072,2.77266927881038,5.09165053292646,3.27379440160929,0.514432284485481,3.27379440160929,1,"ENSG00000070669","ASNS",2.62992008837864,3.03674526541501
"28","ENST00000179259",8.87320201396379,0.00289387112183455,0.0433372500417573,0.205581671772929,0.0264117406921585,0.00785187126999628,5.04399070820426,0.100644639866664,0.0264117406921585,0.0194341465523384,0.0264117406921585,1,"ENSG00000078237","TIGAR",0.499465117547621,0.283677302189235
"29","ENST00000184266",9.4964316127044,0.00205871888179974,0.0343135965877376,0.359023073555312,0.0488826894785248,0.0109544894473606,5.20629722168233,0.0540735391211434,0.0488826894785248,0.0166914197867179,0.0488826894785248,1,"ENSG00000065518","NDUFB4",-0.0987210724533786,-0.357478016957129
"30","ENST00000196551",17.3039519109004,3.18523730631305e-05,0.00219950749088559,0.110011004136973,0.0170760304088343,0.0012591369473279,7.33691703194501,0.0191301235315406,0.0170760304088343,0.00748335577521215,0.0170760304088343,1,"ENSG00000083845","RPS5",-0.109315736707509,-0.221434614077891
"31","ENST00000199320",13.6439683813605,0.000220949952555305,0.00739973510600425,0.244349405080953,0.0353356406648116,0.00538926018201393,5.25051040334634,0.0630153606356306,0.0353356406648116,0.0160550447036683,0.0353356406648116,1,"ENSG00000086189","DIMT1",-0.313654363406968,0.329904909827848
"32","ENST00000199940",15.7204625205994,7.34255382804264e-05,0.00365927729687513,0.29871518616799,0.0396073048732467,0.010178559488085,5.78131786833652,0.0475392519603796,0.0396073048732467,0.0108483138701675,0.0396073048732467,1,"ENSG00000078018","MAP2",0.130498232851382,-0.377245868721589
"33","ENST00000200453",9.86832950714828,0.00168148107746294,0.0299817753700577,0.0223695418623736,0.00222255226336864,0.00150570471369362,6.60273925478166,0.0174662381826362,0.00222255226336864,0.00757319766052328,0.00757319766052328,1,"ENSG00000087074","PPP1R15A",0.223488395018713,-0.086749490625173
"34","ENST00000202773",12.3702702457883,0.000436224461143737,0.0118095086370475,0.0030628277375114,0.000159681934254054,0.000350789355331179,8.49337406101309,0.00167620513360241,0.000159681934254054,0.0133802997705548,0.0133802997705548,1,"ENSG00000089009","RPL6",-0.0658430261975598,-0.000792809850404266
"35","ENST00000202816",9.40338504171283,0.00216585203586394,0.0355965250549534,0.197499304895339,0.0246993826445786,0.00821716817131123,5.2044909922977,0.0292637718864943,0.0246993826445786,0.0167183309045417,0.0246993826445786,1,"ENSG00000089048","ESF1",0.0606098107162605,0.278603853439787
"36","ENST00000203407",9.69789898150326,0.00184478815097007,0.0320245811007458,0.615415913701012,0.0706995741797356,0.031869744770433,5.4905368970949,0.0947327950039505,0.0706995741797356,0.0132363635079038,0.0706995741797356,1,"ENSG00000010256","UQCRC1",0.15445654943485,-0.473045905451992
"37","ENST00000204549",10.441211399069,0.00123234419113614,0.0242983568856116,0.130827703497117,0.0168928514817615,0.00491176576775802,5.19053391434672,0.0381289587576351,0.0168928514817615,0.0169287835440164,0.0169287835440164,1,"ENSG00000090470","PDCD7",0.260839996747363,0.25227630269543
"38","ENST00000204961",10.1422047875857,0.00144912734280621,0.0270496031200742,0.0409025776071269,0.00501552673309112,0.00180156953476337,6.41995321445042,0.00587957582692865,0.00501552673309112,0.00796636278524476,0.00796636278524476,1,"ENSG00000090776","EFNB1",-0.011279476525379,-0.123108951229316
"39","ENST00000205135",9.72719826378473,0.00181561037969649,0.0317005956009776,0.230743536327512,0.0226804933136057,0.0157767627409797,5.87570375364166,0.0574940506601454,0.0226804933136057,0.0102434241781857,0.0226804933136057,1,"ENSG00000090924","PLEKHG2",-0.293014349728391,-0.307587967356814
"40","ENST00000205636",15.1859732505834,9.74244142406265e-05,0.0043041272633633,0.162523253606678,0.0246049749732146,0.00248223396123175,5.93555099331255,0.0418754808024677,0.0246049749732146,0.00989678454947501,0.0246049749732146,1,"ENSG00000091317","CMTM6",-0.255543647945508,0.264229841530086
"41","ENST00000206595",10.3477931964862,0.00129629564166126,0.0251000307271512,0.466283424437247,0.0631931990694246,0.0145207050034499,5.29213523641163,0.100333266597019,0.0631931990694246,0.0154932048071255,0.0631931990694246,1,"ENSG00000092140","G2E3",-0.343547261480777,0.415632129550802
"42","ENST00000209875",12.3921407907721,0.000431144666655389,0.0117039485111944,0.0727788184976904,0.0117591418714206,0.000370661211527819,7.93884829281903,0.0630182541435967,0.0117591418714206,0.00931936537653387,0.0117591418714206,1,"ENSG00000094916","CBX5",-0.42915554319354,0.170554800679873
"43","ENST00000209884",8.66536786624053,0.00324314525778719,0.0470155417998746,0.167208277201878,0.0218253652219518,0.00604268097836128,5.08140195747396,0.0245065197179387,0.0218253652219518,0.0187393330588743,0.0218253652219518,1,"ENSG00000076321","KLHL20",0.0465690928819352,0.256956086445276
"44","ENST00000211372",13.7378997347577,0.000210170370242151,0.00716501725071067,0.020607657529102,0.00296266955269443,0.000471940035489236,6.38794040489067,0.00335550213588315,0.00296266955269443,0.00805216978911556,0.00805216978911556,1,"ENSG00000096150","RPS18",-0.0379529802655853,-0.0943825923217084
"45","ENST00000214893",10.2476194132143,0.00136861105539356,0.0260125312134983,29.2580357408796,4.03903438452679,0.837304905619813,2.45984265296926,4.18863828455206,4.03903438452679,0.679520099456516,4.03903438452679,1,"ENSG00000099219","ERMP1",0.176680857741835,3.28509598220869
"46","ENST00000215567",11.2632755971371,0.00079055584963633,0.017779974097379,0.330269190496589,0.038838051285438,0.0162068137973269,6.00103825551397,0.0523037340157548,0.038838051285438,0.0095480980537821,0.038838051285438,1,"ENSG00000099797","TECR",0.13389725093088,-0.363852702903083
"47","ENST00000215793",17.2364937785532,3.30035374463477e-05,0.00225025314022189,0.0984295784226049,0.0141793505216441,0.00222557921545668,6.56302425015656,0.0233021232430041,0.0141793505216441,0.00764506982963999,0.0141793505216441,1,"ENSG00000099995","SF3A1",-0.179840602031943,-0.215447234602076
"48","ENST00000215832",13.8189521790846,0.000201295465492775,0.00696725755368141,0.0471948140199239,0.00684861320621964,0.00101718913043434,6.9778491060785,0.0197015835861481,0.00684861320621964,0.00723876885916523,0.00723876885916523,1,"ENSG00000100030","MAPK1",0.212974495049423,0.14122085283311
